,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
cicero.divinatio_in_c_verrem.part.2.txt,15563,726,21.38429752,0.490358127,6.042087542,0.002955728,0.00025702,0.000706805,0.072029814,0.004112318,0.056223093,0.00025702,0.007710596,0.005782947,0.011373129,0.005397417,0.011758658,0.00051404,0.028529204,0.063162629,0,0.000706805,0.00064255,0.00012851,0.00803187,0.00931697,0.007003791,0.009638245
cicero.divinatio_in_c_verrem.part.3.txt,19056,866,21.97806005,0.467667436,6.084648494,0.001941646,0.000419815,0.000839631,0.079030227,0.004145676,0.06470403,0.000367338,0.007346767,0.006244752,0.011125105,0.00493283,0.013801427,0.000209908,0.026710747,0.064389169,0,0.001469353,0.000839631,0.000209908,0.007714106,0.009813182,0.007294291,0.013119228
cicero.divinatio_in_c_verrem.part.4.txt,24868,1336,18.60329341,0.392964072,6.21910828,0.002211678,0.000120637,0.001166157,0.081912498,0.00450378,0.050788161,0.000241274,0.006273122,0.005468876,0.018377031,0.00450378,0.008565224,0.000281486,0.027424803,0.063736529,0,0.000482548,0.000603185,8.04E-05,0.006594821,0.010334567,0.007157793,0.01057584
cicero.divinatio_in_c_verrem.part.5.txt,17218,840,20.46904762,0.478571429,6.240909091,0.002032756,0.000116158,0.000987339,0.074340806,0.003658962,0.061447323,0.000406551,0.006679057,0.004936694,0.011093042,0.004007434,0.01167383,0.000232315,0.026309676,0.066035544,5.81E-05,0.000987339,0.000406551,5.81E-05,0.007550238,0.006388663,0.006911372,0.012370775
cicero.divinatio_in_c_verrem.part.6.txt,19155,822,23.27372263,0.439172749,6.632721202,0.001827199,0.000104411,0.001774993,0.083894545,0.004228661,0.053719655,0.000261028,0.0064213,0.005951449,0.012059514,0.005116158,0.010075698,0.000678674,0.028191073,0.067919603,0,0.000991908,0.001148525,5.22E-05,0.0064213,0.007569825,0.006734534,0.010545549
cicero.divinatio_in_q_caecilium.txt,5825,226,25.76106195,0.601769912,5.875502008,0.001373391,0.000171674,0.000858369,0.084635193,0.004978541,0.057854077,0.000343348,0.012532189,0.005321888,0.011330472,0.004120172,0.002060086,0,0.053733906,0.063862661,0,0.000343348,0.000686695,0.000515021,0.006008584,0.013562232,0.008755365,0.01167382
cicero.epistulae_ad_familiares.part.1.ad_lentulum.txt,7370,206,35.76213592,0.776699029,5.884146341,0.001492537,0.000135685,0.000542741,0.097421981,0.003934871,0.039348711,0,0.009769335,0.007191316,0.000678426,0.004748982,0.000678426,0,0.066350068,0.068928087,0,0.002306649,0.000407056,0.000135685,0.004748982,0.009090909,0.007055631,0.015332429
cicero.epistulae_ad_familiares.part.10.ad_plancum_et_ceteros.txt,10351,451,22.94900222,0.5654102,6.196560197,0.001062699,9.66E-05,0.000483045,0.098734422,0.002705053,0.030818278,0.000676263,0.007825331,0.004733842,0.001835571,0.004637233,0.00096609,0.000289827,0.057289151,0.062216211,0.000193218,0.000772872,0.000386436,9.66E-05,0.004540624,0.013138827,0.007632113,0.012269346
cicero.epistulae_ad_familiares.part.11.at_brutum_et_ceteros.txt,6589,348,18.93390805,0.554597701,6.443298969,0.001821217,0.000151768,0.000151768,0.087266657,0.005463652,0.032478373,0.000455304,0.010016694,0.005463652,0.003642434,0.002580058,0.002731826,0.000151768,0.073911064,0.063742601,0.000455304,0.000455304,0.000910609,0.000455304,0.004249507,0.012596752,0.008650782,0.013355593
cicero.epistulae_ad_familiares.part.12.ad_cassium_et_ceteros.txt,8101,406,19.94827586,0.514778325,6.78369906,0.001481299,0.000123442,0.000123442,0.099000123,0.00320948,0.034563634,0.001234416,0.007529935,0.004197013,0.002221948,0.003332922,0.001481299,0.000370325,0.061597334,0.062955191,0.000246883,0.001110974,0.000864091,0.000370325,0.003826688,0.01036909,0.006789285,0.014812986
cicero.epistulae_ad_familiares.part.13.ad_memmium_et_ceteros.txt,11220,441,25.44217687,0.562358277,6.540415704,0.000891266,8.91E-05,0.000713012,0.101515152,0.004278075,0.05258467,0.000178253,0.005882353,0.003208556,8.91E-05,0.006684492,0.001158645,0,0.078609626,0.066131907,0,0.000891266,0.001426025,8.91E-05,0.00516934,0.012299465,0.01372549,0.019875223
cicero.epistulae_ad_familiares.part.14.ad_terentiam_uxorem.txt,2469,162,15.24074074,0.425925926,5.659793814,0.001215067,0,0.000405022,0.106520859,0.004455245,0.030376671,0,0.006480356,0.004455245,0.004860267,0.002835156,0.003240178,0.000810045,0.088294856,0.047792629,0,0,0,0.000405022,0.002430134,0.023491292,0.012150668,0.017415958
cicero.epistulae_ad_familiares.part.15.ad_senatum_et_ceteros.txt,7134,241,29.60165975,0.634854772,6.938566553,0.002102607,0.000140174,0.001541912,0.096579759,0.005466779,0.034763106,0,0.00770956,0.004205214,0.001401738,0.004065041,0.000841043,0.000140174,0.067563779,0.070647603,0,0.000841043,0.000280348,0.000140174,0.002803476,0.010933558,0.009391646,0.015138772
cicero.epistulae_ad_familiares.part.16.ad_tironem.txt,4326,304,14.22368421,0.378289474,5.433333333,0.000462321,0.000462321,0,0.101017106,0.003236246,0.028895053,0.001155802,0.00531669,0.006703652,0.002080444,0.003467406,0.001849283,0,0.089227924,0.052704577,0,0.00023116,0.001155802,0,0.002311604,0.016874711,0.008321775,0.020110957
