,Author,Work,Genre,File Name,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
104,Scriptores Historiae Augustae,Historia Augusta (Books 1-5),historiography,scriptores_historiae_augustae.historia_augusta.part.1.books_1-5.txt,16427,593,27.6424957841484,0.5345699831365935,6.580340264650284,51,1,14,1532,76,508,3,104,72,7,77,7,0,195,1210,4,23,2,0,162,78,69,212
105,Scriptores Historiae Augustae,Historia Augusta (Books 6-10),historiography,scriptores_historiae_augustae.historia_augusta.part.2.books_6-10.txt,14541,598,24.24080267558529,0.5083612040133779,5.839662447257384,50,0,8,1264,77,491,3,77,69,20,83,6,1,181,1061,2,22,2,0,120,56,50,148
106,Scriptores Historiae Augustae,Historia Augusta (Books 11-15),historiography,scriptores_historiae_augustae.historia_augusta.part.3.books_11-15.txt,10808,324,33.19444444444444,0.6635802469135802,6.200934579439252,39,0,4,939,55,467,3,75,61,9,55,7,0,171,728,3,19,3,0,84,67,53,149
107,Scriptores Historiae Augustae,Historia Augusta (Books 16-21),historiography,scriptores_historiae_augustae.historia_augusta.part.4.books_16-21.txt,32417,1061,30.429783223374177,0.5541941564561734,6.044995408631772,133,3,40,3152,186,1175,15,195,182,43,144,26,5,489,2160,10,68,8,0,248,211,142,481
108,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.1.julius.txt,9758,359,27.16434540389972,0.5543175487465181,6.2457337883959045,31,1,12,1001,25,177,7,86,70,5,31,2,0,113,806,1,34,5,0,104,51,67,96
109,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.2.augustus.txt,13878,549,25.262295081967213,0.4517304189435337,6.238938053097345,46,1,15,1587,34,251,9,117,88,10,45,2,1,171,1058,8,45,3,1,135,76,60,145
110,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.3.tiberius.txt,9317,371,25.09433962264151,0.4932614555256064,6.713709677419355,20,0,10,990,32,161,6,70,59,3,28,1,0,158,698,3,41,11,2,117,51,45,114
111,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.4.caligula.txt,7771,299,25.963210702341136,0.4648829431438127,6.809523809523809,15,1,8,862,20,127,2,63,34,3,21,2,0,100,574,4,26,7,1,93,33,50,83
112,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.5.claudius.txt,6563,275,23.865454545454547,0.4363636363636363,5.839506172839506,9,0,5,720,22,109,2,54,28,5,26,0,0,90,543,0,32,5,0,74,36,29,63
113,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.6.nero.txt,7947,308,25.785714285714285,0.4415584415584415,6.201117318435754,18,0,13,864,18,139,4,67,43,5,26,1,0,99,587,3,34,6,0,91,28,43,99
114,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.7.galba.txt,2872,100,28.68,0.53,6.819444444444445,2,0,2,295,5,59,0,14,13,2,9,0,0,27,222,0,6,2,0,23,8,17,36
115,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.8.otho.txt,1671,59,28.322033898305083,0.5084745762711864,5.657894736842105,5,0,1,198,5,30,0,13,13,1,6,0,0,18,119,1,7,2,0,18,8,11,21
116,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.9.vitellius.txt,2404,80,30.025,0.45,6.22,10,0,5,261,7,40,0,17,16,0,8,0,0,24,186,0,12,1,0,22,11,14,23
117,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.10.vespasian.txt,3219,126,25.53174603174603,0.4365079365079365,6.17910447761194,7,1,3,329,10,64,3,25,15,1,11,0,0,35,248,1,20,1,0,33,14,23,34
118,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.11.titus.txt,1490,55,27.05454545454545,0.5272727272727272,5.547619047619048,3,0,1,180,3,21,2,15,14,0,4,0,0,19,118,1,4,2,0,19,7,15,18
119,Suetonius,De Vita Caesarum,historiography,suetonius.de_vita_caesarum.part.12.domitian.txt,3585,136,26.34558823529412,0.5441176470588235,6.226415094339623,6,0,3,379,6,57,4,25,15,1,15,0,0,45,266,2,9,3,0,41,10,28,39
120,Tacitus,Agricola,historiography,tacitus.agricola.txt,6737,294,22.91496598639456,0.4115646258503401,5.885135135135135,20,0,1,838,7,99,2,52,32,5,45,1,0,62,379,0,10,1,2,23,49,42,52
121,Tacitus,Annales,historiography,tacitus.annales.part.1.txt,10751,508,21.161417322834644,0.4114173228346456,6.136,50,1,3,1120,12,205,12,87,74,29,41,3,1,84,680,0,18,3,2,58,78,22,95
122,Tacitus,Annales,historiography,tacitus.annales.part.2.txt,10290,481,21.39293139293139,0.3970893970893971,6.025862068965517,39,2,5,1109,12,212,11,84,67,8,23,2,0,78,653,0,17,2,2,58,77,22,92
123,Tacitus,Annales,historiography,tacitus.annales.part.3.txt,9284,444,20.90990990990991,0.4144144144144144,6.83982683982684,31,0,9,1031,11,210,6,101,74,19,36,3,1,73,575,0,12,2,2,43,68,25,88
124,Tacitus,Annales,historiography,tacitus.annales.part.4.txt,10004,443,22.5823927765237,0.4650112866817156,6.429133858267717,40,2,4,1088,14,254,10,90,55,10,37,4,0,83,613,0,15,4,3,52,67,14,99
125,Tacitus,Annales,historiography,tacitus.annales.part.5.txt,1025,44,23.295454545454547,0.4090909090909091,6.380952380952381,3,0,0,112,2,28,2,7,8,1,2,0,0,10,70,0,2,1,1,4,5,4,8
126,Tacitus,Annales,historiography,tacitus.annales.part.6.txt,6891,294,23.43877551020408,0.4489795918367347,6.564705882352941,18,1,6,734,6,142,14,62,50,10,15,0,0,52,434,0,7,4,0,30,36,17,44
127,Tacitus,Annales,historiography,tacitus.annales.part.11.txt,4688,215,21.795348837209303,0.4372093023255814,6.423728813559322,14,2,2,493,4,106,5,42,44,8,12,0,2,35,298,0,8,5,1,20,33,19,31
128,Tacitus,Annales,historiography,tacitus.annales.part.12.txt,7403,341,21.70967741935484,0.4164222873900293,6.177142857142857,16,0,3,808,8,162,9,61,49,2,23,0,0,53,423,0,3,7,0,33,56,10,52
129,Tacitus,Annales,historiography,tacitus.annales.part.13.txt,7586,327,23.19571865443425,0.5137614678899083,6.133333333333334,29,0,3,809,6,184,8,68,54,11,25,0,0,53,438,1,12,6,1,42,54,15,66
130,Tacitus,Annales,historiography,tacitus.annales.part.14.txt,8023,380,21.11315789473684,0.4552631578947368,6.624413145539906,21,0,4,889,6,169,14,64,53,27,30,1,0,77,426,1,8,7,2,47,58,10,61
131,Tacitus,Annales,historiography,tacitus.annales.part.15.txt,9123,384,23.7578125,0.4817708333333333,6.304166666666666,29,1,4,1030,5,177,20,74,48,6,32,0,0,70,529,0,11,8,0,55,49,15,65
132,Tacitus,Annales,historiography,tacitus.annales.part.16.txt,3837,174,22.05172413793104,0.4885057471264368,6.080357142857143,13,0,1,439,3,87,8,38,31,2,15,3,0,31,215,0,5,2,0,23,24,4,32
133,Tacitus,De Origine et Situ Germanorum,historiography,tacitus.de_origine_et_situ_germanorum_liber.txt,5514,297,18.565656565656564,0.3569023569023569,5.541666666666667,15,0,3,758,7,114,5,23,42,3,32,0,0,30,329,0,17,6,1,21,50,21,54
134,Tacitus,Historiae,historiography,tacitus.historiae.part.1.txt,11852,504,23.515873015873016,0.3492063492063492,5.9308755760368665,37,5,0,1275,15,157,14,99,66,15,51,3,0,100,742,0,17,0,4,44,63,37,119
135,Tacitus,Historiae,historiography,tacitus.historiae.part.2.txt,12261,556,22.04136690647482,0.3399280575539568,5.546666666666667,34,3,0,1240,10,175,11,86,67,5,84,0,0,88,731,0,21,6,4,61,55,46,97
136,Tacitus,Historiae,historiography,tacitus.historiae.part.3.txt,11228,578,19.41522491349481,0.3529411764705882,5.60337552742616,28,2,0,1155,9,190,18,77,55,19,56,0,0,69,659,0,12,7,2,62,68,31,103
137,Tacitus,Historiae,historiography,tacitus.historiae.part.4.txt,12753,624,20.434294871794872,0.3862179487179487,5.726973684210527,43,5,0,1363,9,202,8,77,100,23,51,2,0,117,738,0,18,3,3,62,69,45,107
138,Tacitus,Historiae,historiography,tacitus.historiae.part.5.txt,3416,173,19.745664739884397,0.3410404624277456,5.271428571428571,10,0,1,351,3,58,3,24,14,2,14,0,0,20,195,0,3,1,1,11,18,9,22
139,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.1.txt,8300,296,27.986486486486488,0.6182432432432432,7.138339920948616,7,0,4,606,41,259,6,92,56,12,32,2,0,101,530,5,8,1,1,78,24,51,57
140,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.2.txt,8868,344,25.71511627906977,0.5755813953488372,7.386759581881533,1,1,4,738,26,261,4,130,68,21,28,4,1,106,513,1,7,3,0,72,39,57,73
141,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.3.txt,9226,348,26.45977011494253,0.5718390804597702,7.144827586206897,9,1,2,733,42,301,10,111,64,20,37,5,0,158,514,3,9,5,1,101,37,69,71
142,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.4.txt,9259,373,24.777479892761395,0.546916890080429,6.996503496503497,10,0,5,757,42,347,2,81,68,30,32,14,3,125,506,2,12,4,1,99,39,53,63
143,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.5.txt,9987,381,26.167979002624676,0.5774278215223098,6.788461538461538,16,1,3,842,34,336,4,101,73,33,51,7,2,145,519,0,6,7,3,96,51,86,77
144,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.6.txt,8759,380,23.02368421052632,0.5052631578947369,6.862453531598513,13,0,2,665,38,319,5,64,73,22,34,6,0,149,478,2,6,4,3,101,44,64,72
145,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.7.txt,7638,301,25.33887043189369,0.5813953488372093,6.98804780876494,11,0,3,634,33,250,9,67,59,12,33,4,2,91,368,4,18,2,2,65,38,68,74
146,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.8.txt,8711,351,24.78062678062678,0.6239316239316239,6.857142857142857,12,0,4,660,36,287,12,108,59,19,34,7,0,84,474,1,17,6,4,68,41,82,75
147,Valerius Maximus,Facta et Dicta Memorabilia,historiography,valerius_maximus.facta_et_dicta_memorabilia.part.9.txt,8965,368,24.33423913043478,0.5842391304347826,7.163265306122449,7,0,6,736,36,259,14,82,58,40,44,5,2,114,501,1,7,1,4,91,31,52,66
148,Apuleius,Apologia,oratory,apuleius.apologia.txt,21963,946,23.108879492600423,0.4894291754756871,6.113333333333333,58,3,4,2061,49,843,14,173,119,226,105,94,11,735,1146,12,44,23,0,117,269,117,237
149,Apuleius,Florida,oratory,apuleius.florida.txt,7937,279,28.258064516129032,0.5232974910394266,6.168776371308017,26,0,2,862,17,268,7,65,26,25,28,14,2,202,393,4,16,15,0,47,63,57,65
150,Cicero,Cum Populo Gratias Egit,oratory,cicero.cum_populo_gratias_egit.txt,2639,71,37.140845070422536,0.6197183098591549,6.490384615384615,1,0,2,229,16,75,3,42,19,4,15,0,0,140,140,1,2,3,0,14,16,30,21
151,Cicero,De Domo Sua,oratory,cicero.de_domo_sua.txt,15162,589,25.69949066213922,0.4787775891341256,6.684007707129094,28,2,12,1348,73,611,1,115,89,268,69,59,10,580,892,0,10,3,1,64,179,120,130
152,Cicero,De Imperio Cn. Pompei,oratory,cicero.de_imperio_cn_pompei.txt,6668,239,27.89121338912134,0.5439330543933054,8.205607476635514,18,0,19,609,22,294,2,96,42,70,43,12,0,167,445,0,6,4,2,28,31,55,69
153,Cicero,De Lege Agraria Contra Rullum,oratory,cicero.de_lege_agraria_contra_rullum.txt,13792,640,21.525,0.509375,6.499054820415879,30,1,25,1114,45,634,2,105,86,143,67,35,3,403,788,0,10,10,1,56,132,71,148
154,Cicero,De Provinciis Consularibus,oratory,cicero.de_provinciis_consularibus.txt,5125,179,28.60335195530726,0.659217877094972,6.819512195121951,15,1,3,479,16,244,1,51,42,46,32,0,0,163,289,0,8,3,1,26,78,60,46
155,Cicero,Divinatio in C. Verrem (1),oratory,cicero.divinatio_in_c_verrem.part.1.txt,4637,151,30.6953642384106,0.609271523178808,6.442424242424242,15,0,11,375,24,259,2,59,25,15,18,42,1,163,285,1,5,1,0,35,32,46,66
156,Cicero,Divinatio in C. Verrem (2.1),oratory,cicero.divinatio_in_c_verrem.part.2.txt,15563,726,21.38429752066116,0.4903581267217631,6.042087542087542,46,4,11,1121,64,875,4,120,90,177,84,183,8,444,983,0,11,10,2,125,145,109,150
157,Cicero,Divinatio in C. Verrem (2.2),oratory,cicero.divinatio_in_c_verrem.part.3.txt,19056,866,21.978060046189377,0.4676674364896074,6.084648493543759,37,8,16,1506,79,1233,7,140,119,212,94,263,4,509,1227,0,28,16,4,147,187,139,250
158,Cicero,Divinatio in C. Verrem (2.3),oratory,cicero.divinatio_in_c_verrem.part.4.txt,24868,1336,18.60329341317365,0.3929640718562874,6.219108280254777,55,3,29,2037,112,1263,6,156,136,457,112,213,7,682,1585,0,12,15,2,164,257,178,263
159,Cicero,Divinatio in C. Verrem (2.4),oratory,cicero.divinatio_in_c_verrem.part.5.txt,17218,840,20.46904761904762,0.4785714285714286,6.240909090909091,35,2,17,1280,63,1058,7,115,85,191,69,201,4,453,1137,1,17,7,1,130,110,119,213
160,Cicero,Divinatio in C. Verrem (2.5),oratory,cicero.divinatio_in_c_verrem.part.6.txt,19155,822,23.273722627737225,0.4391727493917275,6.632721202003339,35,2,34,1607,81,1029,5,123,114,231,98,193,13,540,1301,0,19,22,1,123,145,129,202
161,Cicero,Divinatio in Q. Caecilium,oratory,cicero.divinatio_in_q_caecilium.txt,5825,226,25.76106194690265,0.6017699115044248,5.875502008032129,8,1,5,493,29,337,2,73,31,66,24,12,0,313,372,0,2,4,3,35,79,51,68
162,Cicero,In Catilinam,oratory,cicero.in_catilinam.txt,12591,523,24.04780114722753,0.5334608030592735,7.261538461538461,8,1,36,1179,37,571,9,126,66,96,44,39,9,520,738,0,14,2,1,75,139,91,121
163,Cicero,In L. Pisonem,oratory,cicero.in_l_pisonem.txt,10951,484,22.568181818181817,0.4752066115702479,6.303482587064677,15,0,20,892,50,436,4,61,56,131,57,47,17,523,556,1,12,8,2,51,96,92,103
164,Cicero,In Vatinium,oratory,cicero.in_vatinium.txt,4488,144,31.104166666666668,0.5486111111111112,6.381818181818182,7,0,4,318,31,171,1,46,28,81,16,5,0,236,299,1,4,2,2,15,28,47,49
165,Cicero,Philippicae,oratory,cicero.philippicae.part.1.txt,3728,215,17.24186046511628,0.5116279069767442,6.290123456790123,6,2,0,303,9,181,1,29,25,65,21,16,2,114,225,1,10,1,1,16,35,22,52
166,Cicero,Philippicae,oratory,cicero.philippicae.part.2.txt,11426,761,14.95532194480946,0.3955321944809461,5.961722488038277,25,0,4,892,50,475,8,70,70,225,51,46,16,552,665,4,10,3,0,61,115,83,119
167,Cicero,Philippicae,oratory,cicero.philippicae.part.3.txt,3776,206,18.276699029126213,0.3883495145631068,6.517543859649122,5,0,4,376,16,163,1,41,21,58,15,0,5,75,190,0,6,2,0,21,30,35,31
168,Cicero,Philippicae,oratory,cicero.philippicae.part.4.txt,1363,74,18.405405405405407,0.5540540540540541,6.0,2,0,2,131,2,57,1,13,3,19,6,1,1,38,56,1,0,0,0,8,15,18,14
169,Cicero,Philippicae,oratory,cicero.philippicae.part.5.txt,5120,277,18.458483754512635,0.4657039711191336,5.887096774193548,8,0,6,434,18,236,3,70,33,83,21,4,3,74,268,1,5,0,0,29,51,36,48
170,Cicero,Philippicae,oratory,cicero.philippicae.part.6.txt,1782,123,14.479674796747968,0.4065040650406504,5.056338028169014,3,0,1,137,6,74,1,21,11,40,3,6,3,48,101,0,1,0,0,8,19,12,24
171,Cicero,Philippicae,oratory,cicero.philippicae.part.7.txt,2220,134,16.470149253731343,0.3805970149253731,6.177215189873418,5,0,2,178,11,101,1,24,16,52,7,1,0,52,102,2,1,1,0,6,24,16,23
172,Cicero,Philippicae,oratory,cicero.philippicae.part.8.txt,3004,207,14.458937198067632,0.3671497584541063,5.22,6,1,2,256,18,124,1,23,23,58,6,1,1,106,152,0,6,2,0,23,31,10,32
173,Cicero,Philippicae,oratory,cicero.philippicae.part.9.txt,1647,65,25.27692307692308,0.7538461538461538,6.75,3,0,2,150,10,78,0,26,0,4,12,1,0,27,91,0,2,3,1,10,20,8,20
174,Cicero,Philippicae,oratory,cicero.philippicae.part.10.txt,2747,136,20.139705882352946,0.5882352941176471,6.168,3,1,4,246,11,124,0,38,21,32,17,5,1,54,155,0,3,1,1,15,26,25,25
175,Cicero,Philippicae,oratory,cicero.philippicae.part.11.txt,4135,234,17.61111111111111,0.4700854700854701,5.932515337423313,11,0,9,383,20,175,1,55,26,59,14,6,2,84,235,1,0,1,0,28,51,43,38
176,Cicero,Philippicae,oratory,cicero.philippicae.part.12.txt,3156,205,15.346341463414634,0.3121951219512195,6.448275862068965,6,1,4,285,17,126,1,35,23,80,9,3,0,115,175,0,0,0,0,16,46,26,34
177,Cicero,Philippicae,oratory,cicero.philippicae.part.13.txt,5258,338,15.4792899408284,0.4053254437869822,6.010752688172043,12,0,4,498,18,231,3,37,37,87,33,7,9,141,241,0,4,4,0,29,81,57,40
178,Cicero,Philippicae,oratory,cicero.philippicae.part.14.txt,3388,149,22.697986577181208,0.5167785234899329,7.040650406504065,6,1,5,286,15,158,1,33,25,33,22,7,2,69,190,0,3,0,1,12,30,40,33
179,Cicero,Post Reditum in Senatu,oratory,cicero.post_reditum_in_senatu.txt,4342,132,32.86363636363637,0.6136363636363636,6.903614457831325,11,0,4,387,30,117,2,37,47,36,23,4,0,193,245,0,3,0,1,19,42,40,41
180,Cicero,Pro A. Caecina,oratory,cicero.pro_a_caecina.txt,10399,454,22.86784140969163,0.5352422907488987,6.287469287469287,22,2,5,1011,57,563,2,66,76,138,54,33,1,308,649,0,5,9,0,58,209,28,103
181,Cicero,Pro A. Cluentio,oratory,cicero.pro_a_cluentio.txt,20820,968,21.46280991735537,0.5010330578512396,7.25390625,51,4,24,1671,90,1254,7,167,142,200,134,30,5,442,1330,0,42,8,2,152,189,130,229
182,Cicero,Pro Archia,oratory,cicero.pro_archia.txt,3121,116,26.879310344827587,0.6379310344827587,8.087719298245615,9,0,12,333,21,165,0,33,20,27,20,1,1,94,204,0,11,0,0,20,34,32,19
183,Cicero,Pro Balbo,oratory,cicero.pro_balbo.txt,6789,253,26.818181818181817,0.5652173913043478,6.476190476190476,10,0,14,642,30,304,0,57,35,80,39,9,6,131,414,1,14,7,3,33,102,69,73
184,Cicero,Pro C. Rabirio,oratory,cicero.pro_c_rabirio_perduellionis_reo.txt,3548,136,26.080882352941178,0.5220588235294118,6.65,3,0,5,324,13,141,0,33,15,48,14,12,0,113,231,0,1,5,0,10,42,27,20
185,Cicero,Pro C. Rabirio Postumo,oratory,cicero.pro_c_rabirio_postumo.txt,4077,230,17.704347826086956,0.4347826086956521,5.904761904761905,6,0,4,409,12,235,2,33,24,50,22,9,2,118,206,0,3,1,1,25,65,23,46
186,Cicero,Pro Fonteio,oratory,cicero.pro_fonteio.txt,4544,183,24.797814207650276,0.5300546448087432,6.769662921348314,7,0,1,421,16,193,1,59,35,62,25,17,1,83,291,0,2,3,0,17,43,47,44
187,Cicero,Pro L. Flacco,oratory,cicero.pro_l_flacco.txt,10909,652,16.725460122699385,0.4079754601226993,5.900990099009901,21,1,13,898,51,462,1,98,54,177,58,53,9,327,645,2,9,3,0,75,128,97,86
188,Cicero,Pro Ligario,oratory,cicero.pro_ligario.txt,3295,189,17.386243386243386,0.4761904761904761,5.984126984126984,18,1,1,283,21,162,1,16,29,49,20,10,1,160,217,0,7,3,0,18,46,22,40
189,Cicero,Pro M. Caelio,oratory,cicero.pro_m_caelio.txt,8508,407,20.835380835380835,0.4864864864864865,6.918300653594772,23,1,11,832,36,413,2,72,57,101,52,50,5,258,508,1,18,4,0,61,123,70,75
190,Cicero,Pro Marcello,oratory,cicero.pro_marcello.txt,2770,114,24.28070175438597,0.5614035087719298,6.831683168316832,8,0,3,319,18,98,1,29,17,12,17,9,0,84,130,0,8,3,0,7,23,15,31
191,Cicero,Pro Milone,oratory,cicero.pro_milone.txt,10549,479,21.943632567849686,0.4822546972860125,6.326315789473684,9,1,6,929,45,551,5,106,52,152,73,7,7,317,603,1,5,8,0,79,164,98,114
192,Cicero,Pro Murena,oratory,cicero.pro_murena.txt,10572,497,21.243460764587525,0.4507042253521127,6.89766081871345,16,2,14,988,29,441,4,133,72,91,66,42,0,353,625,0,8,2,0,36,129,99,105
193,Cicero,Pro Plancio,oratory,cicero.pro_plancio.txt,11628,505,22.940594059405942,0.5544554455445545,6.370143149284254,26,1,12,1123,41,567,1,99,85,130,56,30,9,597,646,0,11,11,2,45,155,89,117
194,Cicero,Pro Publio Quinctio,oratory,cicero.pro_publio_quinctio.txt,8656,459,18.836601307189543,0.4400871459694989,6.061919504643963,10,3,7,651,45,413,7,54,55,127,55,42,4,280,505,0,2,5,2,59,124,37,110
195,Cicero,Pro Q. Roscio Comoedo,oratory,cicero.pro_q_roscio_comoedo.txt,4770,391,12.176470588235292,0.2710997442455243,5.822485207100592,8,1,0,377,12,215,0,15,17,155,13,3,1,159,305,0,1,2,2,40,69,36,33
196,Cicero,Pro Rege Deiotaro,oratory,cicero.pro_rege_deiotaro.txt,3911,193,20.2279792746114,0.4870466321243523,7.092198581560283,1,1,4,345,23,180,2,20,21,45,18,10,2,163,270,1,3,2,1,33,29,32,32
197,Cicero,Pro S. Roscio,oratory,cicero.pro_s_roscio.txt,13278,657,20.165905631659054,0.5068493150684932,7.256029684601113,33,1,19,1172,50,777,10,67,77,187,84,60,6,354,799,0,3,4,3,75,193,92,182
198,Cicero,Pro Scauro,oratory,cicero.pro_scauro.txt,2980,168,17.69047619047619,0.4583333333333333,6.151785714285714,7,1,4,304,12,136,1,28,16,43,32,14,0,112,162,0,7,0,0,28,37,26,24
199,Cicero,Pro Sestio,oratory,cicero.pro_sestio.txt,16850,603,27.90049751243781,0.5024875621890548,6.759226713532513,48,1,14,1507,66,743,5,163,109,178,97,14,7,482,1011,1,15,6,1,132,146,144,166
200,Cicero,Pro Sulla,oratory,cicero.pro_sulla.txt,9322,402,23.154228855721392,0.4825870646766169,6.167164179104478,17,1,17,817,48,474,1,79,62,104,43,21,7,436,595,0,7,4,0,75,126,70,94
201,Cicero,Pro Tullio,oratory,cicero.pro_tullio.txt,3448,185,18.616216216216216,0.4324324324324324,6.158333333333333,4,0,3,316,15,204,2,14,16,48,29,14,0,87,208,0,0,1,0,21,53,10,62
202,Pseudo-Cicero,In Sallustium,oratory,cicero_pseudo.in_sallustium.txt,1862,95,19.57894736842105,0.5263157894736842,6.4868421052631575,5,0,0,178,0,65,0,10,13,21,7,3,0,104,76,0,1,1,0,7,30,7,23
203,Pseudo-Quintilian,Declamationes Maiores,oratory,quintilian_pseudo.major_declamations.txt,66802,4758,14.03404791929382,0.3541403951240017,4.5234342596433015,175,16,7,4795,133,1834,107,358,298,929,238,148,65,2120,3175,1,55,27,2,309,870,311,701
204,Seneca the Elder,Controverisae (Book 1),oratory,seneca_the_elder.controversiae.part.1.txt,15836,1244,12.607717041800644,0.2893890675241157,4.854251012145749,33,8,0,1099,63,684,17,111,70,243,46,48,8,478,817,0,26,2,0,80,194,44,136
205,Seneca the Elder,Controversiae (Book 2),oratory,seneca_the_elder.controversiae.part.2.txt,14042,1152,12.03125,0.2743055555555556,4.73838630806846,31,5,2,1009,61,577,12,99,52,235,34,47,4,420,710,0,17,2,0,65,204,33,124
206,Seneca the Elder,Controverisae (Book 7),oratory,seneca_the_elder.controversiae.part.7.txt,14188,1263,11.149643705463182,0.2707838479809976,4.543123543123543,36,4,0,976,56,559,10,75,86,216,34,38,6,408,680,0,32,2,0,74,171,35,112
207,Seneca the Elder,Controverisae (Book 8),oratory,seneca_the_elder.controversiae.part.8.txt,11280,973,11.50359712230216,0.276464542651593,5.054054054054054,26,0,0,797,47,484,26,35,84,178,37,45,2,326,583,1,15,1,2,61,129,21,107
208,Seneca the Elder,Controverisae (Book 10),oratory,seneca_the_elder.controversiae.part.10.txt,10625,893,11.786114221724524,0.257558790593505,5.010238907849829,29,1,1,742,39,491,11,56,49,168,34,51,13,294,525,0,18,3,1,45,164,32,80
209,Seneca the Elder,Excerpta Controversiae,oratory,seneca_the_elder.excerpta_controversiae.txt,21200,2278,9.266022827041263,0.2396839332748024,4.566009104704097,41,7,2,1340,62,695,29,102,115,300,57,64,8,593,1137,2,68,1,0,115,277,39,213
210,Seneca the Elder,Fragmenta,oratory,seneca_the_elder.fragmenta.txt,151,9,16.444444444444443,0.1111111111111111,6.333333333333333,0,0,0,22,0,3,0,0,1,0,1,0,0,2,9,0,2,0,0,1,2,0,1
211,Seneca the Elder,Suasoriae,oratory,seneca_the_elder.suasoriae.txt,10252,640,15.896875,0.3265625,5.697841726618705,34,2,4,770,37,421,1,86,57,100,54,24,9,209,524,0,12,4,0,46,125,48,109
212,Cicero,Academica,philosophy,cicero.academica.txt,4887,166,29.3855421686747,0.6746987951807228,7.196261682242991,31,0,8,613,21,244,4,61,28,14,37,12,0,114,341,0,31,3,0,28,46,13,63
213,Cicero,Brutus,philosophy,cicero.brutus.txt,25196,1062,23.629001883239173,0.5282485875706214,6.390779363336993,66,4,17,2810,130,1141,10,354,155,110,157,66,3,533,1510,1,81,7,2,106,197,111,306
214,Cicero,De Amicitia,philosophy,cicero.de_amicitia.txt,9372,415,22.52289156626506,0.5975903614457831,5.705747126436782,24,2,9,1057,39,398,3,122,66,47,62,19,1,194,590,0,35,5,0,81,106,41,174
215,Cicero,De Divinatione,philosophy,cicero.de_divinatione.txt,27537,1422,19.361462728551334,0.4922644163150492,5.098445595854923,81,4,41,2970,152,1168,13,222,197,399,149,58,9,457,1543,1,83,7,0,118,305,50,319
216,Cicero,De Fato,philosophy,cicero.de_fato.txt,4947,201,24.611940298507463,0.5472636815920398,4.523316062176166,30,0,2,595,22,285,1,22,39,34,17,8,2,55,315,0,18,1,1,14,104,4,81
217,Cicero,De Finibus Bonorum et Malorum,philosophy,cicero.de_finibus_bonorum_et_malorum.part.1.txt,7176,297,24.11784511784512,0.6397306397306397,5.633633633633633,20,1,9,916,28,318,1,117,47,46,64,13,1,158,417,0,19,1,3,45,98,17,104
218,Cicero,De Finibus Bonorum et Malorum,philosophy,cicero.de_finibus_bonorum_et_malorum.part.2.txt,12672,712,17.72050561797753,0.476123595505618,5.011070110701107,41,0,11,1366,48,631,8,129,93,167,108,50,3,331,671,0,21,4,1,98,210,43,186
219,Cicero,De Finibus Bonorum et Malorum,philosophy,cicero.de_finibus_bonorum_et_malorum.part.3.txt,7916,330,23.86060606060606,0.6878787878787879,5.110599078341014,42,1,7,928,39,442,3,117,51,33,64,17,0,148,477,1,32,3,4,56,89,15,146
220,Cicero,De Finibus Bonorum et Malorum,philosophy,cicero.de_finibus_bonorum_et_malorum.part.4.txt,8569,407,20.963144963144963,0.5749385749385749,4.8710407239819,49,2,6,910,41,535,3,115,61,87,47,34,2,183,538,1,26,4,1,41,109,22,133
