,Author,Work,Genre,File Name,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
120,Ovid,Metamorphoses 5,epic,ovid.metamorphoses.part.5.txt,4415,253,17.446640316205535,0.3043478260869565,6.021505376344086,3,0,1,519,5,100,13,16,7,17,8,1,4,94,202,0,0,1,0,14,20,12,16
121,Ovid,Metamorphoses 6,epic,ovid.metamorphoses.part.6.txt,4674,275,16.996363636363636,0.2363636363636363,5.626666666666667,2,0,0,508,7,112,8,17,12,17,20,2,5,80,187,0,0,2,0,15,21,4,31
122,Ovid,Metamorphoses 7,epic,ovid.metamorphoses.part.7.txt,5577,356,15.651685393258427,0.2359550561797752,5.979591836734694,6,0,2,682,8,117,15,19,10,28,24,8,3,125,217,1,0,3,0,24,24,8,22
123,Ovid,Metamorphoses 8,epic,ovid.metamorphoses.part.8.txt,5726,362,15.795580110497236,0.2154696132596685,6.25,5,0,0,669,6,128,16,17,11,22,20,3,14,108,233,0,0,0,0,18,23,4,31
124,Ovid,Metamorphoses 9,epic,ovid.metamorphoses.part.9.txt,5230,335,15.605970149253732,0.2597014925373134,5.223300970873787,5,0,0,631,10,103,17,26,12,45,24,5,6,133,156,0,1,3,0,20,40,6,29
125,Ovid,Metamorphoses 10,epic,ovid.metamorphoses.part.10.txt,4895,317,15.406940063091485,0.22397476340694,5.463414634146342,4,0,0,622,8,121,14,16,17,24,24,4,6,94,182,0,0,0,0,18,39,8,24
126,Ovid,Metamorphoses 11,epic,ovid.metamorphoses.part.11.txt,5168,280,18.45,0.2785714285714286,5.891304347826087,7,0,1,599,5,133,17,12,5,11,20,2,1,76,207,0,0,0,0,22,21,12,24
127,Ovid,Metamorphoses 12,epic,ovid.metamorphoses.part.12.txt,4081,206,19.800970873786408,0.3592233009708738,6.0344827586206895,6,0,1,464,6,90,4,13,13,18,14,2,5,61,195,0,0,0,0,9,8,7,18
128,Ovid,Metamorphoses 13,epic,ovid.metamorphoses.part.13.txt,6387,330,19.33333333333333,0.3272727272727272,5.172185430463577,6,0,1,755,12,170,7,36,18,49,20,14,7,218,253,0,0,1,0,27,44,11,31
129,Ovid,Metamorphoses 14,epic,ovid.metamorphoses.part.14.txt,5534,219,25.25570776255708,0.4018264840182648,6.153846153846154,1,0,0,670,5,119,10,18,12,11,20,0,10,124,225,0,1,1,0,20,30,11,21
130,Ovid,Metamorphoses 15,epic,ovid.metamorphoses.part.15.txt,5635,245,22.99591836734694,0.3591836734693877,5.745762711864407,14,0,0,709,9,107,2,25,23,29,18,4,5,62,224,0,1,0,0,12,33,8,17
131,Prudentius,Apotheosis,epic,prudentius.apotheosis.txt,7451,266,27.87593984962406,0.462406015037594,5.729857819905213,8,0,9,639,15,114,11,38,18,79,58,6,5,114,277,0,0,2,0,51,38,7,48
132,Prudentius,Contra Symmachum 1,epic,prudentius.contra_symmachum.part.1.txt,4517,142,31.753521126760564,0.3873239436619718,7.36144578313253,4,0,6,419,2,67,8,22,15,22,18,2,3,46,201,0,2,1,0,19,33,4,24
133,Prudentius,Contra Symmachum 2,epic,prudentius.contra_symmachum.part.2.txt,7545,276,27.213768115942027,0.4347826086956521,6.11578947368421,10,0,8,754,10,103,9,53,39,66,24,7,6,110,271,1,4,4,0,30,40,11,32
134,Prudentius,Hamartigenia,epic,prudentius.hamartigenia.txt,6433,187,34.20855614973262,0.4759358288770053,6.828571428571428,13,0,13,573,8,95,18,27,11,38,31,4,2,75,259,0,1,3,0,31,35,4,30
135,Prudentius,Psychomachia,epic,prudentius.psychomachia.txt,6006,264,22.75,0.3106060606060606,6.7657657657657655,2,0,5,486,3,66,17,26,18,26,18,5,9,78,259,0,0,4,0,30,20,6,21
136,Silius Italicus,Punica 1,epic,silius_italicus.punica.part.1.txt,4284,222,19.2972972972973,0.1666666666666666,6.395348837209302,2,0,2,451,5,54,8,19,6,9,6,0,5,36,178,0,0,0,0,12,11,2,12
137,Silius Italicus,Punica 2,epic,silius_italicus.punica.part.2.txt,4350,217,20.046082949308754,0.1382488479262673,6.696969696969697,1,0,1,500,2,55,13,18,5,10,13,1,4,54,176,0,0,1,0,12,7,0,10
138,Silius Italicus,Punica 3,epic,silius_italicus.punica.part.3.txt,4377,244,17.934426229508198,0.2008196721311475,7.603448275862069,0,0,0,462,4,53,8,15,3,12,2,0,4,49,161,0,0,2,0,8,10,5,7
139,Silius Italicus,Punica 4,epic,silius_italicus.punica.part.4.txt,5177,284,18.22183098591549,0.1478873239436619,6.511111111111111,3,0,1,568,2,50,16,17,7,17,8,1,7,58,237,0,0,0,0,13,15,1,14
140,Silius Italicus,Punica 5,epic,silius_italicus.punica.part.5.txt,4174,212,19.683962264150946,0.1933962264150943,7.608695652173913,8,0,0,400,1,54,10,13,11,12,13,1,3,44,198,0,0,0,0,15,11,4,7
141,Silius Italicus,Punica 6,epic,silius_italicus.punica.part.6.txt,4505,253,17.806324110671937,0.1936758893280632,5.86,2,0,1,490,4,58,7,28,5,15,7,2,9,74,193,0,0,0,0,13,20,1,7
142,Silius Italicus,Punica 7,epic,silius_italicus.punica.part.7.txt,4739,256,18.51171875,0.171875,6.471698113207547,3,0,0,509,6,58,16,25,4,17,5,1,5,57,195,0,0,2,0,12,19,3,17
143,Silius Italicus,Punica 8,epic,silius_italicus.punica.part.8.txt,4271,248,17.221774193548388,0.1975806451612903,6.083333333333333,3,0,0,428,2,64,10,21,9,13,6,0,2,61,182,0,0,1,0,17,8,1,10
144,Silius Italicus,Punica 9,epic,silius_italicus.punica.part.9.txt,4133,229,18.048034934497817,0.2183406113537118,6.4363636363636365,3,0,1,444,3,55,9,19,6,17,10,1,3,57,185,0,0,2,0,14,18,0,12
145,Silius Italicus,Punica 10,epic,silius_italicus.punica.part.10.txt,4225,215,19.64186046511628,0.2093023255813953,7.163636363636364,2,0,2,421,5,68,14,16,6,10,12,2,5,48,196,0,1,0,0,13,26,2,16
146,Silius Italicus,Punica 11,epic,silius_italicus.punica.part.11.txt,3875,210,18.452380952380956,0.219047619047619,6.981132075471698,3,0,0,371,3,62,8,25,10,25,9,0,5,48,152,0,0,3,0,7,12,2,19
147,Silius Italicus,Punica 12,epic,silius_italicus.punica.part.12.txt,4707,255,18.458823529411763,0.1803921568627451,7.232142857142857,3,0,3,517,5,46,12,17,2,22,19,0,4,55,212,0,0,0,0,22,14,2,20
148,Silius Italicus,Punica 13,epic,silius_italicus.punica.part.13.txt,5701,299,19.06354515050167,0.2441471571906354,6.797872340425532,4,0,1,539,4,92,20,29,11,16,11,1,9,83,237,1,0,0,0,18,18,7,12
149,Silius Italicus,Punica 14,epic,silius_italicus.punica.part.14.txt,4219,232,18.18103448275862,0.2327586206896551,6.683333333333334,6,0,0,423,3,46,10,17,8,4,6,0,0,28,178,0,0,2,0,18,18,1,10
150,Silius Italicus,Punica 15,epic,silius_italicus.punica.part.15.txt,5116,297,17.225589225589225,0.1818181818181818,6.415384615384616,3,0,1,461,7,70,7,26,12,21,9,1,1,74,219,0,0,1,0,15,22,3,21
151,Silius Italicus,Punica 16,epic,silius_italicus.punica.part.16.txt,4428,247,17.927125506072876,0.2226720647773279,5.753846153846154,1,0,2,464,5,63,4,16,13,17,11,0,3,70,159,1,1,1,0,16,16,2,15
152,Silius Italicus,Punica 17,epic,silius_italicus.punica.part.17.txt,4111,216,19.03240740740741,0.1898148148148148,6.448979591836735,3,0,1,437,7,44,10,11,7,23,13,0,5,64,172,1,0,1,0,18,13,3,21
153,Statius,Achilleid (books 1 and 2 combined),epic,statius.achilleid.txt,7280,270,26.70740740740741,0.2296296296296296,6.420454545454546,12,0,1,971,7,137,8,30,11,70,33,5,11,126,209,0,0,5,0,13,39,11,14
154,Statius,Thebaid 1,epic,statius.thebaid.part.1.txt,4508,132,34.15151515151515,0.303030303030303,6.45,4,0,1,465,2,85,6,22,4,32,12,4,5,69,140,0,0,3,0,7,32,4,9
155,Statius,Thebaid 2,epic,statius.thebaid.part.2.txt,4730,141,33.54609929078014,0.2907801418439716,7.742424242424242,7,0,0,538,2,103,3,20,7,14,16,0,6,74,172,0,0,2,0,11,30,2,11
156,Statius,Thebaid 3,epic,statius.thebaid.part.3.txt,4659,145,32.12413793103448,0.2413793103448276,5.235294117647059,4,0,0,541,4,104,9,20,5,40,19,6,8,111,161,0,0,2,0,7,18,1,13
157,Statius,Thebaid 4,epic,statius.thebaid.part.4.txt,5375,187,28.74331550802139,0.2620320855614973,5.835820895522388,7,0,0,655,5,117,6,15,12,19,25,3,7,79,176,1,0,0,0,2,22,5,4
158,Statius,Thebaid 5,epic,statius.thebaid.part.5.txt,4960,142,34.929577464788736,0.2464788732394366,6.333333333333333,7,0,1,601,4,85,11,16,7,34,17,2,13,64,193,0,0,4,0,7,18,1,17
159,Statius,Thebaid 6,epic,statius.thebaid.part.6.txt,5987,176,34.01704545454545,0.2045454545454545,5.979166666666667,16,0,3,719,8,125,10,22,12,13,33,2,5,50,210,0,0,1,0,15,28,6,12
160,Statius,Thebaid 7,epic,statius.thebaid.part.7.txt,5331,159,33.528301886792455,0.2578616352201258,6.2,7,0,0,635,3,106,7,15,6,46,31,6,6,69,175,0,0,2,0,7,33,6,7
161,Statius,Thebaid 8,epic,statius.thebaid.part.8.txt,4992,161,31.006211180124225,0.2422360248447205,5.6909090909090905,7,0,3,607,5,103,6,15,13,47,23,5,7,77,160,0,0,4,0,10,18,5,7
162,Statius,Thebaid 9,epic,statius.thebaid.part.9.txt,5875,166,35.39156626506024,0.2951807228915662,7.145161290322581,10,0,1,701,6,143,10,23,9,51,31,1,7,98,207,0,0,3,0,19,21,4,10
163,Statius,Thebaid 10,epic,statius.thebaid.part.10.txt,6084,160,38.025,0.24375,6.022222222222222,9,0,0,704,3,114,4,24,19,37,37,3,5,86,225,0,0,2,0,14,29,3,12
164,Statius,Thebaid 11,epic,statius.thebaid.part.11.txt,5018,195,25.73333333333333,0.1487179487179487,5.428571428571429,5,0,2,623,3,111,15,29,7,69,29,4,6,91,170,0,0,1,0,9,14,4,16
165,Statius,Thebaid 12,epic,statius.thebaid.part.12.txt,5284,164,32.21951219512195,0.274390243902439,5.794520547945205,5,0,0,638,4,97,5,23,12,50,36,4,2,87,168,1,0,1,0,11,28,8,18
166,Valerius Flaccus,Argonautica 1,epic,valerius_flaccus.argonautica.part.1.txt,5617,307,18.27361563517915,0.2410423452768729,8.333333333333334,12,0,2,692,10,96,6,14,4,22,17,2,9,129,213,0,0,6,0,14,25,2,17
167,Valerius Flaccus,Argonautica 2,epic,valerius_flaccus.argonautica.part.2.txt,4391,260,16.884615384615383,0.1846153846153846,7.8545454545454545,9,0,0,552,3,86,8,7,9,17,25,1,10,68,141,0,1,2,0,11,6,2,21
168,Valerius Flaccus,Argonautica 3,epic,valerius_flaccus.argonautica.part.3.txt,4872,294,16.571428571428573,0.1768707482993197,6.451612903225806,6,0,0,585,8,78,6,11,3,26,18,3,1,76,159,0,0,2,0,16,10,3,14
169,Valerius Flaccus,Argonautica 4,epic,valerius_flaccus.argonautica.part.4.txt,5114,309,16.524271844660195,0.1650485436893204,6.879310344827586,4,0,2,606,8,102,6,16,15,30,32,4,11,94,175,0,0,3,0,11,11,4,10
170,Valerius Flaccus,Argonautica 5,epic,valerius_flaccus.argonautica.part.5.txt,4675,301,15.524916943521594,0.2026578073089701,6.985507246376812,10,0,3,503,3,110,7,16,9,32,21,5,2,107,159,1,0,9,0,19,22,5,21
171,Valerius Flaccus,Argonautica 6,epic,valerius_flaccus.argonautica.part.6.txt,4960,280,17.707142857142856,0.2035714285714285,7.588235294117647,9,0,6,614,2,102,6,11,12,16,24,1,2,60,196,1,0,4,0,11,10,2,15
172,Valerius Flaccus,Argonautica 7,epic,valerius_flaccus.argonautica.part.7.txt,4473,258,17.333333333333332,0.2093023255813953,7.982456140350878,10,0,11,532,5,114,4,10,12,50,54,6,5,175,183,0,0,5,0,27,26,6,23
173,Valerius Flaccus,Argonautica 8,epic,valerius_flaccus.argonautica.part.8.txt,3172,185,17.12972972972973,0.1405405405405405,5.566666666666666,13,0,3,378,3,67,0,11,5,29,25,4,7,98,127,0,0,3,0,16,6,4,7
174,Vergil,Aeneid 1,epic,vergil.aeneid.part.1.txt,4887,238,20.521008403361343,0.3067226890756303,5.044943820224719,10,0,3,595,6,95,10,11,6,27,16,0,14,96,196,1,0,1,0,21,20,6,12
175,Vergil,Aeneid 2,epic,vergil.aeneid.part.2.txt,5188,269,19.260223048327138,0.2453531598513011,5.217948717948718,7,0,1,662,7,109,5,20,5,36,29,3,9,104,249,0,0,1,0,23,37,8,12
176,Vergil,Aeneid 3,epic,vergil.aeneid.part.3.txt,4536,236,19.19915254237288,0.211864406779661,5.35,5,0,1,542,4,81,2,20,14,20,11,0,7,83,176,0,0,2,0,10,12,4,3
177,Vergil,Aeneid 4,epic,vergil.aeneid.part.4.txt,4580,252,18.142857142857142,0.2301587301587301,5.217391304347826,8,0,1,561,6,101,9,17,13,55,20,3,3,120,164,0,0,3,0,27,26,5,6
178,Vergil,Aeneid 5,epic,vergil.aeneid.part.5.txt,5561,275,20.21454545454545,0.2581818181818182,5.26530612244898,9,0,0,644,4,118,5,10,3,25,40,2,5,84,240,0,0,1,0,25,24,4,7
179,Vergil,Aeneid 6,epic,vergil.aeneid.part.6.txt,5857,322,18.17080745341615,0.2888198757763975,5.560344827586207,10,0,3,664,2,146,7,22,17,35,18,1,12,123,261,1,0,5,0,23,26,5,14
180,Vergil,Aeneid 7,epic,vergil.aeneid.part.7.txt,5214,224,23.272321428571427,0.2589285714285714,7.402597402597403,5,0,4,592,4,107,5,12,10,10,28,0,5,81,240,0,0,5,0,20,15,3,10
181,Vergil,Aeneid 8,epic,vergil.aeneid.part.8.txt,4629,235,19.697872340425533,0.225531914893617,6.863636363636363,8,0,0,549,5,102,5,14,10,7,19,0,10,94,182,0,0,2,0,19,13,5,19
182,Vergil,Aeneid 9,epic,vergil.aeneid.part.9.txt,5308,278,19.093525179856115,0.2733812949640288,6.0625,5,0,3,610,9,102,5,14,8,36,22,6,10,107,234,0,0,2,0,27,12,5,5
183,Vergil,Aeneid 10,epic,vergil.aeneid.part.10.txt,5899,331,17.821752265861026,0.2386706948640483,5.747368421052632,7,0,8,652,5,132,15,18,13,45,24,6,9,112,232,0,0,4,0,29,13,9,18
184,Vergil,Aeneid 11,epic,vergil.aeneid.part.11.txt,5916,303,19.52145214521452,0.2277227722772277,6.555555555555555,12,0,3,706,6,125,7,20,8,28,30,6,13,116,286,1,0,3,0,33,32,4,21
185,Vergil,Aeneid 12,epic,vergil.aeneid.part.12.txt,6200,303,20.45544554455445,0.2079207920792079,6.6,15,0,7,709,8,139,6,10,9,40,32,4,10,136,266,0,0,0,0,33,17,3,28
186,Vergil,Georgics 1,epic,vergil.georgics.part.1.txt,3305,120,27.508333333333333,0.2583333333333333,6.934782608695652,8,0,2,404,11,41,3,17,11,0,10,0,3,49,117,0,2,0,0,17,24,6,8
187,Vergil,Georgics 2,epic,vergil.georgics.part.2.txt,3514,137,25.64963503649635,0.2846715328467153,6.288461538461538,15,0,2,487,2,55,3,27,8,5,17,0,8,48,127,0,0,3,0,19,17,6,8
188,Vergil,Georgics 3,epic,vergil.georgics.part.3.txt,3701,151,24.50993377483444,0.2119205298013245,7.461538461538462,6,0,3,529,6,44,11,13,9,10,17,0,0,29,175,1,0,1,0,5,15,2,5
189,Vergil,Georgics 4,epic,vergil.georgics.part.4.txt,3632,143,25.3986013986014,0.2517482517482518,7.0625,12,0,2,464,4,75,4,18,5,11,33,0,1,60,169,0,1,2,0,22,18,3,12
190,Anonymous,Laudes Domini,miscellaneous,anonymous.laudes_domini.txt,913,42,21.73809523809524,0.3571428571428571,8.772727272727273,0,0,1,86,1,6,0,7,9,6,1,0,0,29,19,0,0,0,0,4,3,0,7
191,Catullus,Poems 1-63 combined,miscellaneous,catullus.carmina1_63.txt,6361,395,15.959493670886076,0.2835443037974683,5.72,10,0,8,567,13,141,11,15,24,82,17,16,73,285,195,1,3,2,0,24,61,10,59
192,Claudian,Carmina Minora,miscellaneous,claudian.carmina_minora.txt,10828,642,16.85202492211838,0.2180685358255451,6.248677248677248,13,0,6,933,15,139,12,45,27,88,32,1,16,212,341,0,0,5,0,39,46,9,26
193,Claudian,Epithalamium De Nuptiis Honorii Augusti,miscellaneous,claudian.epithalamium_de_nuptiis_honorii_augusti.txt,2204,142,15.43661971830986,0.2183098591549295,4.7317073170731705,3,0,0,181,6,39,2,7,1,22,7,0,1,39,51,0,0,0,0,8,7,3,4
194,Claudian,In Consulatum Olybrii et Probini,miscellaneous,claudian.in_consulatum_olybrii_et_probini.txt,1699,79,21.49367088607595,0.3037974683544304,7.518518518518518,1,0,0,133,0,22,0,6,0,5,5,1,4,24,68,0,0,0,0,3,7,1,3
195,Claudian,Panegyricus De Quatro Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_quarto_consulatu_honorii_augusti.txt,3974,230,17.26086956521739,0.2,5.231884057971015,2,0,0,342,10,44,3,13,6,36,13,1,1,111,106,0,0,1,0,19,25,3,8
196,Claudian,Panegyricus De Sexto Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_sexto_consulatu_honorii_augusti.txt,4167,190,21.931578947368426,0.3,7.893333333333333,2,0,1,376,7,48,6,16,6,37,9,1,3,91,118,0,0,1,0,22,14,3,14
197,Claudian,Panegyricus De Tertio Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_tertio_consulatu_honorii_augusti.txt,1384,56,24.678571428571427,0.25,6.714285714285714,0,0,0,123,0,9,0,2,0,5,2,0,4,37,50,0,0,0,0,3,7,0,6
198,Claudian,Panegyricus Dictus Manlio Theodoro Consuli,miscellaneous,claudian.panegyricus_dictus_manlio_theodoro_consuli.txt,2158,109,19.770642201834864,0.2660550458715596,5.813559322033898,6,0,0,191,0,20,1,12,6,19,7,0,1,46,46,0,0,1,0,13,0,2,6
199,Ennodius,Carmina (books 1 and 2 combined),miscellaneous,ennodius.carmina.txt,5221,382,13.667539267015709,0.3403141361256545,4.727810650887574,1,0,0,206,9,83,21,30,12,18,9,5,1,82,182,0,0,0,0,11,24,1,23
200,Horace,Ars Poetica,miscellaneous,horace.ars_poetica.txt,3091,146,21.171232876712327,0.3356164383561644,5.544117647058823,1,0,5,403,3,42,4,22,16,18,4,2,3,55,93,0,1,1,0,10,41,0,23
201,Horace,Carmen Saeculare,miscellaneous,horace.carmen_saeculare.txt,311,12,25.916666666666668,0.4166666666666667,9.0,1,0,0,45,0,1,0,2,1,0,0,0,1,3,6,0,0,0,0,0,4,0,1
202,Horace,Epistles,miscellaneous,horace.epistles.txt,9914,446,22.228699551569505,0.3834080717488789,5.275735294117647,7,0,23,1108,16,153,21,48,55,103,16,12,2,311,279,0,4,2,0,31,162,5,86
203,Horace,Epodes,miscellaneous,horace.epodes.txt,3012,144,20.89583333333333,0.2708333333333333,7.075,3,0,9,279,7,41,2,9,2,38,3,1,9,77,100,0,0,2,0,0,15,2,34
204,Horace,Odes 1,miscellaneous,horace.odes.part.1.txt,3976,196,20.255102040816325,0.2857142857142857,6.882352941176471,5,0,9,399,5,26,9,11,9,40,7,0,14,123,102,0,0,1,0,4,35,0,13
205,Horace,Odes 2,miscellaneous,horace.odes.part.2.txt,2414,108,22.35185185185185,0.1666666666666666,8.9,1,0,4,249,1,16,3,13,8,22,2,0,1,71,64,0,0,1,0,3,19,1,1
206,Horace,Odes 3,miscellaneous,horace.odes.part.3.txt,4392,196,22.20408163265306,0.25,7.230769230769231,5,2,2,447,4,42,9,12,12,26,2,0,13,105,124,0,0,1,0,6,46,0,8
207,Horace,Odes 4,miscellaneous,horace.odes.part.4.txt,2594,99,25.949494949494948,0.4343434343434343,7.163934426229508,1,0,2,226,4,19,2,16,4,10,1,0,9,59,91,0,0,0,0,1,13,0,8
208,Horace,Satires,miscellaneous,horace.satires.txt,14263,884,16.09162895927602,0.2760180995475113,5.3125,27,1,51,1332,36,425,26,59,64,228,31,12,23,523,432,0,12,11,0,60,184,15,171
209,Juvenal,Satires,miscellaneous,juvenal.satires.txt,25013,1004,24.79980079681275,0.4083665338645418,6.220136518771331,47,0,56,2754,61,607,29,166,83,329,106,12,18,424,800,1,17,2,1,76,244,41,121
210,Martial,Epigrams 1,miscellaneous,martial.epigrams.part.1.txt,3181,225,14.14222222222222,0.2622222222222222,5.2465753424657535,1,0,3,283,6,76,6,9,12,33,13,9,5,129,85,0,1,0,0,8,45,1,9
211,Martial,Epigrams 2,miscellaneous,martial.epigrams.part.2.txt,2454,229,10.720524017467248,0.2445414847161572,4.492957746478873,3,0,2,177,10,65,7,3,2,53,7,6,4,115,45,0,0,0,0,1,44,1,7
212,Martial,Epigrams 3,miscellaneous,martial.epigrams.part.3.txt,2598,235,11.059574468085106,0.2170212765957447,4.156626506024097,3,0,2,185,14,83,7,7,7,47,7,2,1,135,58,0,0,0,0,3,24,1,11
213,Martial,Epigrams 4,miscellaneous,martial.epigrams.part.4.txt,2640,197,13.401015228426395,0.2233502538071066,5.358490566037736,3,0,1,217,4,61,11,6,5,40,4,6,4,95,61,0,0,0,0,10,18,3,11
214,Martial,Epigrams 5,miscellaneous,martial.epigrams.part.5.txt,2301,193,11.922279792746114,0.2072538860103626,4.9,0,0,0,173,4,55,5,11,7,55,8,13,5,107,41,0,3,0,0,6,32,4,8
215,Martial,Epigrams 6,miscellaneous,martial.epigrams.part.6.txt,2524,202,12.5,0.2227722772277227,4.927272727272728,2,0,0,219,9,52,6,2,5,34,6,2,3,137,50,0,2,0,0,7,21,1,14
216,Martial,Epigrams 7,miscellaneous,martial.epigrams.part.7.txt,3303,210,15.728571428571428,0.2857142857142857,4.814285714285714,1,0,1,291,12,88,11,7,6,36,13,8,2,131,78,0,2,0,0,6,36,2,14
217,Martial,Epigrams 8,miscellaneous,martial.epigrams.part.8.txt,3166,205,15.44390243902439,0.2731707317073171,5.163934426229508,0,1,1,235,5,66,9,4,4,38,21,6,5,123,77,0,0,0,0,7,26,2,12
218,Martial,Epigrams 9,miscellaneous,martial.epigrams.part.9.txt,4458,268,16.64179104477612,0.3805970149253731,4.748251748251748,2,0,2,323,6,102,16,14,10,43,16,8,12,188,124,0,3,0,0,10,37,6,24
219,Martial,Epigrams 10,miscellaneous,martial.epigrams.part.10.txt,3415,247,13.842105263157896,0.2672064777327935,4.822784810126582,3,0,0,284,2,68,10,12,3,48,8,3,5,141,89,0,1,0,0,10,28,1,17
220,Martial,Epigrams 11,miscellaneous,martial.epigrams.part.11.txt,3699,287,12.902439024390244,0.2229965156794425,5.03,2,0,4,318,9,69,6,5,14,42,10,10,10,178,92,0,0,0,0,11,35,2,16
221,Martial,Epigrams 12,miscellaneous,martial.epigrams.part.12.txt,2427,168,14.446428571428571,0.2559523809523809,4.983050847457627,1,0,1,230,8,46,3,6,13,26,7,3,1,105,62,0,0,0,0,4,25,4,13
222,Martial,Epigrams 13,miscellaneous,martial.epigrams.part.13.txt,1705,161,10.590062111801242,0.1801242236024844,4.566666666666666,1,0,0,100,4,59,1,3,11,16,8,4,1,74,51,0,0,0,0,4,28,1,5
223,Martial,Epigrams 14,miscellaneous,martial.epigrams.part.14.txt,2736,265,10.324528301886792,0.1622641509433962,4.586956521739131,1,0,0,158,8,87,10,6,15,25,10,16,2,129,60,0,1,0,0,5,45,0,10
224,Persius,Satires,miscellaneous,persius.satires.txt,4692,321,13.890965732087228,0.1619937694704049,5.7384615384615385,6,0,2,424,12,141,5,21,9,141,5,7,13,128,147,0,1,4,0,14,47,1,22
225,Phaedrus,Fabulae,miscellaneous,phaedrus.fabulae_aesopiae.txt,11003,819,13.428571428571429,0.3504273504273504,4.783707865168539,25,0,0,728,68,297,37,48,56,68,29,10,9,294,381,1,36,2,0,89,87,11,101
226,Prudentius,Dittochaeon,miscellaneous,prudentius.dittochaeon.txt,1250,72,17.36111111111111,0.25,5.863636363636363,1,0,5,68,0,27,3,6,2,0,3,3,1,7,62,0,0,0,0,4,0,0,2
227,Prudentius,Epilogus,miscellaneous,prudentius.epilogus.txt,135,10,13.5,0.2,5.5,0,0,0,12,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2
228,Statius,Silvae 1,miscellaneous,statius.silvae.part.1.txt,4970,256,19.28125,0.2734375,6.712643678160919,7,0,1,553,5,115,13,13,7,37,35,2,5,113,146,0,0,1,0,13,28,3,7
229,Statius,Silvae 2,miscellaneous,statius.silvae.part.2.txt,4731,211,22.36018957345972,0.2417061611374407,5.857142857142857,6,0,3,563,3,98,7,17,8,50,19,5,9,106,144,0,0,2,0,7,26,1,4
230,Statius,Silvae 3,miscellaneous,statius.silvae.part.3.txt,4902,191,25.534031413612567,0.2931937172774869,7.426829268292683,4,0,2,613,3,72,4,16,6,35,22,5,3,134,134,1,0,1,0,5,34,12,2
231,Statius,Silvae 4,miscellaneous,statius.silvae.part.4.txt,4040,178,22.6123595505618,0.2584269662921348,7.835616438356165,8,0,6,433,1,81,2,22,5,36,14,2,4,115,97,1,0,0,0,9,19,5,5
232,Statius,Silvae 5,miscellaneous,statius.silvae.part.5.txt,5384,234,22.9017094017094,0.2735042735042735,7.410526315789474,12,0,1,651,6,91,9,21,9,47,21,3,5,156,145,0,0,3,0,8,35,5,5
233,Vergil,Eclogues,miscellaneous,vergil.eclogues.txt,5722,335,16.8089552238806,0.2328358208955223,4.816326530612245,9,0,6,497,11,153,18,15,16,45,47,6,18,278,196,0,0,2,0,16,50,3,31
